1,Guwahati,Assam,Northeast,26.1844,91.7458,2026-07-10 00:00:00,28.5,3.7
3,New Delhi,Delhi,North,28.62137,77.2148,2026-07-10 00:00:00,29.4,6.7
4,New Delhi,Delhi,North,28.62137,77.2148,2026-07-11 00:00:00,31,4.6
5,New Delhi,Delhi,North,28.62137,77.2148,2026-07-12 00:00:00,32.1,7.6
6,New Delhi,Delhi,North,28.62137,77.2148,2026-07-13 00:00:00,32.3,7.6
7,New Delhi,Delhi,North,28.62137,77.2148,2026-07-14 00:00:00,31,7.5
8,New Delhi,Delhi,North,28.62137,77.2148,2026-07-15 00:00:00,31.5,6.3
9,New Delhi,Delhi,North,28.62137,77.2148,2026-07-16 00:00:00,34,7.3
10,New Delhi,Delhi,North,28.62137,77.2148,2026-07-17 00:00:00,34.3,5.9
11,New Delhi,Delhi,North,28.62137,77.2148,2026-07-18 00:00:00,33.8,7.4
12,New Delhi,Delhi,North,28.62137,77.2148,2026-07-19 00:00:00,33.1,6.5
13,New Delhi,Delhi,North,28.62137,77.2148,2026-07-20 00:00:00,28.9,5.1
14,New Delhi,Delhi,North,28.62137,77.2148,2026-07-21 00:00:00,27.6,7.5
15,New Delhi,Delhi,North,28.62137,77.2148,2026-07-22 00:00:00,28.6,10.3
16,New Delhi,Delhi,North,28.62137,77.2148,2026-07-23 00:00:00,29,10.7
17,New Delhi,Delhi,North,28.62137,77.2148,2026-07-24 00:00:00,28.7,10.1
18,New Delhi,Delhi,North,28.62137,77.2148,2026-07-25 00:00:00,29.4,10
19,New Delhi,Delhi,North,28.62137,77.2148,2026-07-26 00:00:00,30.8,3.9
20,New Delhi,Delhi,North,28.62137,77.2148,2026-07-27 00:00:00,31.9,3.4
21,New Delhi,Delhi,North,28.62137,77.2148,2026-07-28 00:00:00,28.2,6.8
22,New Delhi,Delhi,North,28.62137,77.2148,2026-07-29 00:00:00,29.6,3
23,New Delhi,Delhi,North,28.62137,77.2148,2026-07-30 00:00:00,29.8,6.7
24,New Delhi,Delhi,North,28.62137,77.2148,2026-07-31 00:00:00,29.9,10.5
25,New Delhi,Delhi,North,28.62137,77.2148,2026-08-01 00:00:00,29.5,9.8
26,New Delhi,Delhi,North,28.62137,77.2148,2026-08-02 00:00:00,29.4,7.6
27,New Delhi,Delhi,North,28.62137,77.2148,2026-08-03 00:00:00,29.3,5.9
28,New Delhi,Delhi,North,28.62137,77.2148,2026-08-04 00:00:00,27.7,4.1
29,New Delhi,Delhi,North,28.62137,77.2148,2026-08-05 00:00:00,29.1,4
30,New Delhi,Delhi,North,28.62137,77.2148,2026-08-06 00:00:00,27.2,5.1
31,New Delhi,Delhi,North,28.62137,77.2148,2026-08-07 00:00:00,26.6,8.8
32,New Delhi,Delhi,North,28.62137,77.2148,2026-08-08 00:00:00,28.2,7.8
33,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-10 00:00:00,26.7,4.1
34,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-11 00:00:00,28.4,5.2
35,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-12 00:00:00,28.8,7.8
36,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-13 00:00:00,29.9,8.2
37,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-14 00:00:00,30.3,6.8
38,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-15 00:00:00,30.6,8.4
39,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-16 00:00:00,30.8,8
40,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-17 00:00:00,31.1,8.4
41,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-18 00:00:00,31.4,6.5
42,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-19 00:00:00,30.5,7.1
43,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-20 00:00:00,27.5,10
44,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-21 00:00:00,27.4,9.1
45,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-22 00:00:00,28.5,11.8
46,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-23 00:00:00,28.4,8.3
47,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-24 00:00:00,29.3,6.9
48,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-25 00:00:00,28.8,13
49,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-26 00:00:00,30.1,3.7
50,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-27 00:00:00,29.1,5.2
51,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-28 00:00:00,26.2,8.4
52,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-29 00:00:00,28.9,5.8
53,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-30 00:00:00,28.6,9.9
54,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-07-31 00:00:00,29,10.5
55,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-08-01 00:00:00,29.1,7.8
56,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-08-02 00:00:00,29.5,6.3
57,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-08-03 00:00:00,29.2,7.6
58,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-08-04 00:00:00,27.1,5.6
59,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-08-05 00:00:00,28.2,4.6
60,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-08-06 00:00:00,26.4,8.5
61,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-08-07 00:00:00,27.7,6
62,Chandigarh,Chandigarh,North,30.73629,76.7884,2026-08-08 00:00:00,28.2,6.5
63,Amritsar,Punjab,North,31.62234,74.87534,2026-07-10 00:00:00,29.9,6.9
64,Amritsar,Punjab,North,31.62234,74.87534,2026-07-11 00:00:00,28.8,8.4
65,Amritsar,Punjab,North,31.62234,74.87534,2026-07-12 00:00:00,27.1,5.9
66,Amritsar,Punjab,North,31.62234,74.87534,2026-07-13 00:00:00,29,3.3
67,Amritsar,Punjab,North,31.62234,74.87534,2026-07-14 00:00:00,30.6,3.7
68,Amritsar,Punjab,North,31.62234,74.87534,2026-07-15 00:00:00,30.4,4.4
69,Amritsar,Punjab,North,31.62234,74.87534,2026-07-16 00:00:00,31.7,3.3
70,Amritsar,Punjab,North,31.62234,74.87534,2026-07-17 00:00:00,32.2,6.1
71,Amritsar,Punjab,North,31.62234,74.87534,2026-07-18 00:00:00,32.6,4.4
72,Amritsar,Punjab,North,31.62234,74.87534,2026-07-19 00:00:00,31.5,7
73,Amritsar,Punjab,North,31.62234,74.87534,2026-07-20 00:00:00,29.5,9.4
74,Amritsar,Punjab,North,31.62234,74.87534,2026-07-21 00:00:00,27.2,11.1
75,Amritsar,Punjab,North,31.62234,74.87534,2026-07-22 00:00:00,26.6,11.6
76,Amritsar,Punjab,North,31.62234,74.87534,2026-07-23 00:00:00,26.7,9.9
77,Amritsar,Punjab,North,31.62234,74.87534,2026-07-24 00:00:00,28.9,7
78,Amritsar,Punjab,North,31.62234,74.87534,2026-07-25 00:00:00,27.9,9.5
79,Amritsar,Punjab,North,31.62234,74.87534,2026-07-26 00:00:00,30.2,3.9
80,Amritsar,Punjab,North,31.62234,74.87534,2026-07-27 00:00:00,31.2,3.9
81,Amritsar,Punjab,North,31.62234,74.87534,2026-07-28 00:00:00,30.2,8.7
82,Amritsar,Punjab,North,31.62234,74.87534,2026-07-29 00:00:00,28.3,7.2
83,Amritsar,Punjab,North,31.62234,74.87534,2026-07-30 00:00:00,29.5,7.6
84,Amritsar,Punjab,North,31.62234,74.87534,2026-07-31 00:00:00,28.3,9.6
85,Amritsar,Punjab,North,31.62234,74.87534,2026-08-01 00:00:00,29.4,7.8
86,Amritsar,Punjab,North,31.62234,74.87534,2026-08-02 00:00:00,30.5,6.8
87,Amritsar,Punjab,North,31.62234,74.87534,2026-08-03 00:00:00,29.9,5.7
88,Amritsar,Punjab,North,31.62234,74.87534,2026-08-04 00:00:00,29.1,4.6
89,Amritsar,Punjab,North,31.62234,74.87534,2026-08-05 00:00:00,29.7,4.4
90,Amritsar,Punjab,North,31.62234,74.87534,2026-08-06 00:00:00,29.2,7.6
91,Amritsar,Punjab,North,31.62234,74.87534,2026-08-07 00:00:00,28.7,6.7
92,Amritsar,Punjab,North,31.62234,74.87534,2026-08-08 00:00:00,27.8,5.9
93,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-10 00:00:00,29.2,6.4
94,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-11 00:00:00,29,5.2
95,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-12 00:00:00,29.6,7.2
96,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-13 00:00:00,29.7,4.9
97,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-14 00:00:00,31.2,5.5
98,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-15 00:00:00,31.5,6
99,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-16 00:00:00,32.1,5.6
100,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-17 00:00:00,33.2,5.8
101,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-18 00:00:00,33.6,5.5
102,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-19 00:00:00,32.3,6.2
103,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-20 00:00:00,28.9,8.2
104,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-21 00:00:00,28.7,10.9
105,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-22 00:00:00,27.5,10.2
106,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-23 00:00:00,28.2,6.5
107,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-24 00:00:00,29.8,7.7
108,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-25 00:00:00,28.7,10.8
109,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-26 00:00:00,30.8,4.5
110,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-27 00:00:00,32.2,4.8
111,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-28 00:00:00,29.1,9.8
112,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-29 00:00:00,29.8,5.6
113,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-30 00:00:00,28.4,7
114,Ludhiana,Punjab,North,30.91204,75.85379,2026-07-31 00:00:00,29.7,10.3
115,Ludhiana,Punjab,North,30.91204,75.85379,2026-08-01 00:00:00,30.1,6.7
116,Ludhiana,Punjab,North,30.91204,75.85379,2026-08-02 00:00:00,31.6,6.8
117,Ludhiana,Punjab,North,30.91204,75.85379,2026-08-03 00:00:00,30.3,6.2
118,Ludhiana,Punjab,North,30.91204,75.85379,2026-08-04 00:00:00,28.3,4.8
119,Ludhiana,Punjab,North,30.91204,75.85379,2026-08-05 00:00:00,30.2,3.7
120,Ludhiana,Punjab,North,30.91204,75.85379,2026-08-06 00:00:00,29,7.9
121,Ludhiana,Punjab,North,30.91204,75.85379,2026-08-07 00:00:00,28.1,4.7
122,Ludhiana,Punjab,North,30.91204,75.85379,2026-08-08 00:00:00,28.1,5.7
123,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-10 00:00:00,29.5,6
124,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-11 00:00:00,27.8,6.2
125,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-12 00:00:00,28.4,6.9
126,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-13 00:00:00,29.1,4.2
127,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-14 00:00:00,30.6,4.7
128,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-15 00:00:00,30.6,5.5
129,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-16 00:00:00,31.4,4.6
130,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-17 00:00:00,32.1,4.9
131,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-18 00:00:00,32.6,5.2
132,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-19 00:00:00,31.7,7.1
133,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-20 00:00:00,29.4,9.8
134,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-21 00:00:00,28.5,9.8
135,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-22 00:00:00,27.4,9
136,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-23 00:00:00,27.3,6.9
137,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-24 00:00:00,29.3,4.1
138,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-25 00:00:00,28.4,8.6
139,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-26 00:00:00,30,3.4
140,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-27 00:00:00,30.9,4.8
141,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-28 00:00:00,29,10.1
142,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-29 00:00:00,29.2,6.5
143,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-30 00:00:00,29,7.5
144,Jalandhar,Punjab,North,31.32556,75.57917,2026-07-31 00:00:00,28.9,7.8
145,Jalandhar,Punjab,North,31.32556,75.57917,2026-08-01 00:00:00,29.4,4.9
146,Jalandhar,Punjab,North,31.32556,75.57917,2026-08-02 00:00:00,30.2,5.2
147,Jalandhar,Punjab,North,31.32556,75.57917,2026-08-03 00:00:00,29.2,6.1
148,Jalandhar,Punjab,North,31.32556,75.57917,2026-08-04 00:00:00,28,4.5
149,Jalandhar,Punjab,North,31.32556,75.57917,2026-08-05 00:00:00,29.3,4.5
150,Jalandhar,Punjab,North,31.32556,75.57917,2026-08-06 00:00:00,28.9,7.4
151,Jalandhar,Punjab,North,31.32556,75.57917,2026-08-07 00:00:00,28.2,5.2
152,Jalandhar,Punjab,North,31.32556,75.57917,2026-08-08 00:00:00,27.4,5
153,Patiala,Punjab,North,30.33625,76.3922,2026-07-10 00:00:00,28.2,4.5
154,Patiala,Punjab,North,30.33625,76.3922,2026-07-11 00:00:00,29.2,4.4
155,Patiala,Punjab,North,30.33625,76.3922,2026-07-12 00:00:00,30,7.7
156,Patiala,Punjab,North,30.33625,76.3922,2026-07-13 00:00:00,30.5,6.8
157,Patiala,Punjab,North,30.33625,76.3922,2026-07-14 00:00:00,31.2,7.3
158,Patiala,Punjab,North,30.33625,76.3922,2026-07-15 00:00:00,31.4,8
159,Patiala,Punjab,North,30.33625,76.3922,2026-07-16 00:00:00,31.4,9.2
160,Patiala,Punjab,North,30.33625,76.3922,2026-07-17 00:00:00,32.1,8.1
161,Patiala,Punjab,North,30.33625,76.3922,2026-07-18 00:00:00,32.4,5.5
162,Patiala,Punjab,North,30.33625,76.3922,2026-07-19 00:00:00,31.5,8.1
163,Patiala,Punjab,North,30.33625,76.3922,2026-07-20 00:00:00,28.3,9.8
164,Patiala,Punjab,North,30.33625,76.3922,2026-07-21 00:00:00,27.9,10.2
165,Patiala,Punjab,North,30.33625,76.3922,2026-07-22 00:00:00,28.4,11.8
166,Patiala,Punjab,North,30.33625,76.3922,2026-07-23 00:00:00,28.7,10.6
167,Patiala,Punjab,North,30.33625,76.3922,2026-07-24 00:00:00,29.2,10.1
168,Patiala,Punjab,North,30.33625,76.3922,2026-07-25 00:00:00,28.2,12.6
169,Patiala,Punjab,North,30.33625,76.3922,2026-07-26 00:00:00,30,4.8
170,Patiala,Punjab,North,30.33625,76.3922,2026-07-27 00:00:00,30.6,5.2
171,Patiala,Punjab,North,30.33625,76.3922,2026-07-28 00:00:00,27.9,10.1
172,Patiala,Punjab,North,30.33625,76.3922,2026-07-29 00:00:00,29.5,5.8
173,Patiala,Punjab,North,30.33625,76.3922,2026-07-30 00:00:00,28.4,9.9
174,Patiala,Punjab,North,30.33625,76.3922,2026-07-31 00:00:00,29.6,12.5
175,Patiala,Punjab,North,30.33625,76.3922,2026-08-01 00:00:00,29.5,9.8
176,Patiala,Punjab,North,30.33625,76.3922,2026-08-02 00:00:00,29.7,8.5
177,Patiala,Punjab,North,30.33625,76.3922,2026-08-03 00:00:00,29.2,7.6
178,Patiala,Punjab,North,30.33625,76.3922,2026-08-04 00:00:00,28,5.9
179,Patiala,Punjab,North,30.33625,76.3922,2026-08-05 00:00:00,29.3,4.9
180,Patiala,Punjab,North,30.33625,76.3922,2026-08-06 00:00:00,27.8,8.6
181,Patiala,Punjab,North,30.33625,76.3922,2026-08-07 00:00:00,28,5.1
182,Patiala,Punjab,North,30.33625,76.3922,2026-08-08 00:00:00,28,6.3
183,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-10 00:00:00,30.2,13.1
184,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-11 00:00:00,29.6,13.6
185,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-12 00:00:00,30.1,12.7
186,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-13 00:00:00,30.7,11.5
187,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-14 00:00:00,30.8,12.3
188,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-15 00:00:00,31,9.9
189,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-16 00:00:00,32.2,11.6
190,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-17 00:00:00,32.7,11.8
191,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-18 00:00:00,32.9,10.7
192,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-19 00:00:00,32.5,6.7
193,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-20 00:00:00,30.2,8.5
194,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-21 00:00:00,26.5,6.4
195,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-22 00:00:00,27.2,6.8
196,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-23 00:00:00,27.9,8.8
197,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-24 00:00:00,27.8,8.6
198,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-25 00:00:00,27.9,10.7
199,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-26 00:00:00,28.9,5.8
200,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-27 00:00:00,29.6,4.5
201,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-28 00:00:00,27,6.6
202,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-29 00:00:00,28.2,6
203,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-30 00:00:00,29.2,5.9
204,Jaipur,Rajasthan,North,26.91962,75.78781,2026-07-31 00:00:00,29,12.7
205,Jaipur,Rajasthan,North,26.91962,75.78781,2026-08-01 00:00:00,28.3,12.7
206,Jaipur,Rajasthan,North,26.91962,75.78781,2026-08-02 00:00:00,28,8.2
207,Jaipur,Rajasthan,North,26.91962,75.78781,2026-08-03 00:00:00,27.3,7.8
208,Jaipur,Rajasthan,North,26.91962,75.78781,2026-08-04 00:00:00,27,10.2
209,Jaipur,Rajasthan,North,26.91962,75.78781,2026-08-05 00:00:00,27.5,9.6
210,Jaipur,Rajasthan,North,26.91962,75.78781,2026-08-06 00:00:00,27.3,8
211,Jaipur,Rajasthan,North,26.91962,75.78781,2026-08-07 00:00:00,26.6,12.3
212,Jaipur,Rajasthan,North,26.91962,75.78781,2026-08-08 00:00:00,26.9,8.6
213,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-10 00:00:00,31.6,18
214,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-11 00:00:00,31.7,21
215,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-12 00:00:00,31.7,20.2
216,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-13 00:00:00,32.4,16.7
217,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-14 00:00:00,31.8,16.2
218,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-15 00:00:00,32.3,12.7
219,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-16 00:00:00,32.7,12.4
220,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-17 00:00:00,33,13.8
221,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-18 00:00:00,32.9,13.9
222,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-19 00:00:00,33,13.2
223,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-20 00:00:00,32.8,12.2
224,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-21 00:00:00,31.6,9.3
225,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-22 00:00:00,27.8,5.7
226,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-23 00:00:00,28.4,4.6
227,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-24 00:00:00,27.8,6.1
228,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-25 00:00:00,28,6.3
229,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-26 00:00:00,28.5,4.1
230,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-27 00:00:00,28.7,7.5
231,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-28 00:00:00,29.9,11.3
232,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-29 00:00:00,30.3,7.9
233,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-30 00:00:00,30.9,5.7
234,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-07-31 00:00:00,31.7,7.6
235,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-08-01 00:00:00,31.4,8.9
236,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-08-02 00:00:00,28.1,6.4
237,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-08-03 00:00:00,28.3,11.4
238,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-08-04 00:00:00,29.1,11.2
239,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-08-05 00:00:00,30,12.8
240,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-08-06 00:00:00,29.9,13.5
241,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-08-07 00:00:00,29.7,11.6
242,Jodhpur,Rajasthan,North,26.26841,73.00594,2026-08-08 00:00:00,29.6,11.5
243,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-10 00:00:00,27.3,18.7
244,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-11 00:00:00,27.1,21.2
245,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-12 00:00:00,27.3,20.3
246,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-13 00:00:00,27.8,17.1
247,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-14 00:00:00,27,17.2
248,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-15 00:00:00,27.4,12.8
249,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-16 00:00:00,27.8,10.8
250,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-17 00:00:00,27.9,11.8
251,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-18 00:00:00,28.4,12.4
252,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-19 00:00:00,27.9,11
253,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-20 00:00:00,27,9.4
254,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-21 00:00:00,25.7,7.6
255,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-22 00:00:00,25,6.4
256,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-23 00:00:00,25.2,5.6
257,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-24 00:00:00,25.3,6.2
258,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-25 00:00:00,24.9,8.5
259,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-26 00:00:00,25.8,9.8
260,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-27 00:00:00,26.5,8.3
261,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-28 00:00:00,26.6,11.1
262,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-29 00:00:00,26.8,5.9
263,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-30 00:00:00,27.9,8.7
264,Udaipur,Rajasthan,North,24.58584,73.71346,2026-07-31 00:00:00,27.9,12.8
265,Udaipur,Rajasthan,North,24.58584,73.71346,2026-08-01 00:00:00,26.6,9.1
266,Udaipur,Rajasthan,North,24.58584,73.71346,2026-08-02 00:00:00,26.4,11
267,Udaipur,Rajasthan,North,24.58584,73.71346,2026-08-03 00:00:00,26.2,12.6
268,Udaipur,Rajasthan,North,24.58584,73.71346,2026-08-04 00:00:00,26.2,12.6
269,Udaipur,Rajasthan,North,24.58584,73.71346,2026-08-05 00:00:00,26.5,11.3
270,Udaipur,Rajasthan,North,24.58584,73.71346,2026-08-06 00:00:00,26.5,13
271,Udaipur,Rajasthan,North,24.58584,73.71346,2026-08-07 00:00:00,26.2,14
272,Udaipur,Rajasthan,North,24.58584,73.71346,2026-08-08 00:00:00,26.4,13.6
273,Kota,Rajasthan,North,25.18254,75.83907,2026-07-10 00:00:00,31.3,17.5
274,Kota,Rajasthan,North,25.18254,75.83907,2026-07-11 00:00:00,30.8,17.3
275,Kota,Rajasthan,North,25.18254,75.83907,2026-07-12 00:00:00,30.9,15.8
276,Kota,Rajasthan,North,25.18254,75.83907,2026-07-13 00:00:00,31.4,16.8
277,Kota,Rajasthan,North,25.18254,75.83907,2026-07-14 00:00:00,31,16.1
278,Kota,Rajasthan,North,25.18254,75.83907,2026-07-15 00:00:00,31.4,12.2
279,Kota,Rajasthan,North,25.18254,75.83907,2026-07-16 00:00:00,32.4,12.6
280,Kota,Rajasthan,North,25.18254,75.83907,2026-07-17 00:00:00,32.8,11.9
281,Kota,Rajasthan,North,25.18254,75.83907,2026-07-18 00:00:00,33.1,11
282,Kota,Rajasthan,North,25.18254,75.83907,2026-07-19 00:00:00,31.1,11.2
283,Kota,Rajasthan,North,25.18254,75.83907,2026-07-20 00:00:00,30.4,7.7
284,Kota,Rajasthan,North,25.18254,75.83907,2026-07-21 00:00:00,27.2,5.1
285,Kota,Rajasthan,North,25.18254,75.83907,2026-07-22 00:00:00,28.1,5.3
286,Kota,Rajasthan,North,25.18254,75.83907,2026-07-23 00:00:00,28.2,5.1
287,Kota,Rajasthan,North,25.18254,75.83907,2026-07-24 00:00:00,28.2,11.6
288,Kota,Rajasthan,North,25.18254,75.83907,2026-07-25 00:00:00,28.5,11.7
289,Kota,Rajasthan,North,25.18254,75.83907,2026-07-26 00:00:00,28.6,7.5
290,Kota,Rajasthan,North,25.18254,75.83907,2026-07-27 00:00:00,29,7.4
291,Kota,Rajasthan,North,25.18254,75.83907,2026-07-28 00:00:00,28.2,7.4
292,Kota,Rajasthan,North,25.18254,75.83907,2026-07-29 00:00:00,28.4,5.6
293,Kota,Rajasthan,North,25.18254,75.83907,2026-07-30 00:00:00,29.9,6.9
294,Kota,Rajasthan,North,25.18254,75.83907,2026-07-31 00:00:00,29.9,10.4
295,Kota,Rajasthan,North,25.18254,75.83907,2026-08-01 00:00:00,28.5,11.4
296,Kota,Rajasthan,North,25.18254,75.83907,2026-08-02 00:00:00,29.1,9.1
297,Kota,Rajasthan,North,25.18254,75.83907,2026-08-03 00:00:00,29.5,10.7
298,Kota,Rajasthan,North,25.18254,75.83907,2026-08-04 00:00:00,28.4,11
299,Kota,Rajasthan,North,25.18254,75.83907,2026-08-05 00:00:00,28.3,9.8
300,Kota,Rajasthan,North,25.18254,75.83907,2026-08-06 00:00:00,28.5,9.1
