source_observation_id,city_id,city,state,region,latitude,longitude,observed_at,temperature,wind_speed
862,103,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-29 00:00:00,22.0,2.7
863,103,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-30 00:00:00,23.6,3.0
864,103,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-31 00:00:00,23.1,3.5
865,103,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-08-01 00:00:00,22.5,3.5
866,103,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-08-02 00:00:00,23.4,3.0
867,103,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-08-03 00:00:00,23.7,2.8
868,103,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-08-04 00:00:00,23.0,3.9
869,103,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-08-05 00:00:00,23.4,3.1
870,103,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-08-06 00:00:00,21.8,4.2
871,103,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-08-07 00:00:00,22.2,3.3
872,103,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-08-08 00:00:00,20.8,4.1
873,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-10 00:00:00,15.2,2.7
874,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-11 00:00:00,14.1,3.8
875,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-12 00:00:00,12.9,3.3
876,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-13 00:00:00,13.0,3.3
877,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-14 00:00:00,13.4,4.0
878,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-15 00:00:00,12.4,2.2
879,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-16 00:00:00,15.6,3.2
880,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-17 00:00:00,18.3,2.7
881,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-18 00:00:00,20.1,3.1
882,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-19 00:00:00,19.7,4.3
883,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-20 00:00:00,17.3,2.9
884,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-21 00:00:00,14.1,2.1
885,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-22 00:00:00,13.7,3.2
886,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-23 00:00:00,13.4,3.5
887,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-24 00:00:00,13.3,3.9
888,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-25 00:00:00,14.6,3.5
889,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-26 00:00:00,16.0,2.5
890,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-27 00:00:00,16.3,2.3
891,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-28 00:00:00,16.5,2.1
892,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-29 00:00:00,15.3,2.9
893,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-30 00:00:00,15.7,2.8
894,64,Leh,Ladakh,North,34.16504,77.58402,2026-07-31 00:00:00,15.5,2.9
895,64,Leh,Ladakh,North,34.16504,77.58402,2026-08-01 00:00:00,14.2,2.9
896,64,Leh,Ladakh,North,34.16504,77.58402,2026-08-02 00:00:00,14.5,3.0
897,64,Leh,Ladakh,North,34.16504,77.58402,2026-08-03 00:00:00,16.1,2.7
898,64,Leh,Ladakh,North,34.16504,77.58402,2026-08-04 00:00:00,15.9,2.5
899,64,Leh,Ladakh,North,34.16504,77.58402,2026-08-05 00:00:00,14.9,3.2
900,64,Leh,Ladakh,North,34.16504,77.58402,2026-08-06 00:00:00,15.3,1.7
901,64,Leh,Ladakh,North,34.16504,77.58402,2026-08-07 00:00:00,14.3,2.8
902,64,Leh,Ladakh,North,34.16504,77.58402,2026-08-08 00:00:00,13.7,2.3
903,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-10 00:00:00,28.4,15.9
904,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-11 00:00:00,28.3,17.9
905,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-12 00:00:00,28.5,18.9
906,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-13 00:00:00,28.7,17.1
907,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-14 00:00:00,28.6,14.3
908,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-15 00:00:00,27.8,13.5
909,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-16 00:00:00,27.6,9.3
910,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-17 00:00:00,27.7,10.5
911,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-18 00:00:00,27.4,11.3
912,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-19 00:00:00,26.9,12.9
913,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-20 00:00:00,26.7,16.0
914,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-21 00:00:00,27.2,19.2
915,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-22 00:00:00,26.7,24.5
916,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-23 00:00:00,26.9,28.4
917,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-24 00:00:00,27.2,23.5
918,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-25 00:00:00,27.8,18.2
919,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-26 00:00:00,27.0,12.3
920,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-27 00:00:00,26.9,11.0
921,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-28 00:00:00,27.8,15.0
922,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-29 00:00:00,27.9,20.4
923,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-30 00:00:00,27.3,17.5
924,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-31 00:00:00,27.4,20.5
925,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-08-01 00:00:00,27.8,21.8
926,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-08-02 00:00:00,27.5,18.5
927,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-08-03 00:00:00,27.4,14.6
928,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-08-04 00:00:00,27.4,13.4
929,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-08-05 00:00:00,27.0,12.6
930,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-08-06 00:00:00,27.6,15.7
931,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-08-07 00:00:00,27.9,17.2
932,72,Mumbai,Maharashtra,West,19.07283,72.88261,2026-08-08 00:00:00,27.7,15.2
933,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-10 00:00:00,25.3,16.0
934,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-11 00:00:00,25.2,18.0
935,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-12 00:00:00,25.5,19.3
936,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-13 00:00:00,25.4,17.3
937,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-14 00:00:00,25.6,15.7
938,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-15 00:00:00,24.8,14.4
939,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-16 00:00:00,25.3,13.4
940,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-17 00:00:00,25.1,14.8
941,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-18 00:00:00,24.5,14.8
942,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-19 00:00:00,24.4,14.9
943,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-20 00:00:00,24.2,16.5
944,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-21 00:00:00,23.9,19.1
945,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-22 00:00:00,23.2,21.9
946,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-23 00:00:00,23.1,24.1
947,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-24 00:00:00,24.0,21.4
948,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-25 00:00:00,24.4,16.8
949,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-26 00:00:00,24.4,15.4
950,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-27 00:00:00,24.3,14.2
951,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-28 00:00:00,24.4,16.3
952,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-29 00:00:00,24.5,18.9
953,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-30 00:00:00,24.3,19.7
954,88,Pune,Maharashtra,West,18.51957,73.85535,2026-07-31 00:00:00,23.6,18.6
955,88,Pune,Maharashtra,West,18.51957,73.85535,2026-08-01 00:00:00,24.4,20.9
956,88,Pune,Maharashtra,West,18.51957,73.85535,2026-08-02 00:00:00,24.5,17.7
957,88,Pune,Maharashtra,West,18.51957,73.85535,2026-08-03 00:00:00,24.0,14.8
958,88,Pune,Maharashtra,West,18.51957,73.85535,2026-08-04 00:00:00,24.8,13.9
959,88,Pune,Maharashtra,West,18.51957,73.85535,2026-08-05 00:00:00,24.2,14.0
960,88,Pune,Maharashtra,West,18.51957,73.85535,2026-08-06 00:00:00,24.4,16.3
961,88,Pune,Maharashtra,West,18.51957,73.85535,2026-08-07 00:00:00,24.4,18.6
962,88,Pune,Maharashtra,West,18.51957,73.85535,2026-08-08 00:00:00,24.5,16.5
963,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-10 00:00:00,29.3,12.1
964,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-11 00:00:00,29.1,14.5
965,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-12 00:00:00,29.1,12.6
966,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-13 00:00:00,29.9,11.6
967,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-14 00:00:00,30.1,13.5
968,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-15 00:00:00,29.8,11.3
969,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-16 00:00:00,31.0,11.2
970,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-17 00:00:00,27.5,5.8
971,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-18 00:00:00,26.3,9.5
972,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-19 00:00:00,28.0,8.0
973,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-20 00:00:00,27.2,5.7
974,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-21 00:00:00,25.1,12.3
975,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-22 00:00:00,24.9,16.3
976,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-23 00:00:00,25.8,16.5
977,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-24 00:00:00,26.8,11.8
978,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-25 00:00:00,27.9,9.7
979,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-26 00:00:00,28.2,9.7
980,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-27 00:00:00,27.1,9.5
981,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-28 00:00:00,26.5,9.4
982,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-29 00:00:00,26.3,16.2
983,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-30 00:00:00,26.3,10.5
984,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-07-31 00:00:00,25.9,14.0
985,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-08-01 00:00:00,27.4,10.9
986,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-08-02 00:00:00,28.1,10.6
987,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-08-03 00:00:00,28.7,8.5
988,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-08-04 00:00:00,28.7,7.8
989,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-08-05 00:00:00,28.9,9.7
990,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-08-06 00:00:00,28.9,10.2
991,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-08-07 00:00:00,27.2,11.6
992,76,Nagpur,Maharashtra,West,21.14631,79.08491,2026-08-08 00:00:00,27.0,9.6
993,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-10 00:00:00,25.4,20.0
994,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-11 00:00:00,25.4,23.0
995,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-12 00:00:00,25.6,24.0
996,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-13 00:00:00,25.4,21.9
997,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-14 00:00:00,25.1,18.3
998,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-15 00:00:00,24.3,15.4
999,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-16 00:00:00,24.9,14.7
1000,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-17 00:00:00,24.2,14.3
1001,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-18 00:00:00,24.1,15.0
1002,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-19 00:00:00,23.5,13.2
1003,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-20 00:00:00,23.6,18.2
1004,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-21 00:00:00,23.4,20.2
1005,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-22 00:00:00,23.1,26.5
1006,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-23 00:00:00,22.7,28.2
1007,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-24 00:00:00,23.2,22.1
1008,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-25 00:00:00,23.3,17.4
1009,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-26 00:00:00,23.6,14.8
1010,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-27 00:00:00,24.1,15.9
1011,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-28 00:00:00,24.5,16.8
1012,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-29 00:00:00,24.4,18.6
1013,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-30 00:00:00,24.2,16.6
1014,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-07-31 00:00:00,23.2,20.2
1015,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-08-01 00:00:00,23.5,21.1
1016,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-08-02 00:00:00,24.0,18.4
1017,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-08-03 00:00:00,24.4,16.4
1018,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-08-04 00:00:00,24.4,14.9
1019,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-08-05 00:00:00,24.1,14.2
1020,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-08-06 00:00:00,24.6,17.8
1021,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-08-07 00:00:00,24.2,19.3
1022,78,Nashik,Maharashtra,West,19.99727,73.79096,2026-08-08 00:00:00,24.4,16.6
1023,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-10 00:00:00,26.8,18.4
1024,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-11 00:00:00,26.6,20.3
1025,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-12 00:00:00,26.9,20.0
1026,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-13 00:00:00,26.8,18.1
1027,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-14 00:00:00,26.4,18.1
1028,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-15 00:00:00,26.0,14.7
1029,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-16 00:00:00,26.8,13.8
1030,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-17 00:00:00,25.9,14.7
1031,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-18 00:00:00,24.4,12.7
1032,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-19 00:00:00,24.6,11.6
1033,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-20 00:00:00,25.1,15.2
1034,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-21 00:00:00,24.2,16.3
1035,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-22 00:00:00,23.6,19.1
1036,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-23 00:00:00,23.6,22.1
1037,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-24 00:00:00,25.1,20.1
1038,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-25 00:00:00,25.6,16.8
1039,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-26 00:00:00,25.0,14.0
1040,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-27 00:00:00,24.9,13.5
1041,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-28 00:00:00,25.6,17.5
1042,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-29 00:00:00,24.5,16.7
1043,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-30 00:00:00,23.9,19.1
1044,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-07-31 00:00:00,23.2,19.0
1045,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-08-01 00:00:00,24.7,17.3
1046,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-08-02 00:00:00,25.5,16.0
1047,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-08-03 00:00:00,25.2,14.2
1048,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-08-04 00:00:00,25.4,13.9
1049,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-08-05 00:00:00,25.1,13.6
1050,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-08-06 00:00:00,25.2,14.7
1051,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-08-07 00:00:00,25.3,18.9
1052,9,Aurangabad,Maharashtra,West,19.87757,75.34226,2026-08-08 00:00:00,25.5,18.0
1053,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-10 00:00:00,24.9,17.7
1054,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-11 00:00:00,24.7,18.5
1055,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-12 00:00:00,24.8,19.1
1056,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-13 00:00:00,24.7,18.6
1057,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-14 00:00:00,24.7,15.7
1058,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-15 00:00:00,23.9,15.0
1059,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-16 00:00:00,24.4,15.3
1060,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-17 00:00:00,23.9,15.6
1061,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-18 00:00:00,23.7,15.9
1062,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-19 00:00:00,23.6,15.8
1063,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-20 00:00:00,23.3,18.3
1064,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-21 00:00:00,23.1,19.2
1065,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-22 00:00:00,22.6,21.6
1066,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-23 00:00:00,22.9,23.7
1067,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-24 00:00:00,23.2,23.4
1068,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-25 00:00:00,24.0,20.6
1069,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-26 00:00:00,24.2,17.0
1070,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-27 00:00:00,23.8,18.1
1071,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-28 00:00:00,23.5,19.3
1072,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-29 00:00:00,23.7,21.6
1073,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-30 00:00:00,23.6,22.8
1074,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-07-31 00:00:00,23.5,21.7
1075,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-08-01 00:00:00,23.4,20.0
1076,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-08-02 00:00:00,23.5,17.5
1077,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-08-03 00:00:00,23.7,16.5
1078,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-08-04 00:00:00,23.7,15.8
1079,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-08-05 00:00:00,23.5,16.7
1080,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-08-06 00:00:00,23.5,17.9
1081,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-08-07 00:00:00,24.0,18.4
1082,57,Kolhapur,Maharashtra,West,16.69563,74.23167,2026-08-08 00:00:00,23.9,17.4
1083,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-10 00:00:00,28.0,13.8
1084,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-11 00:00:00,28.1,17.1
1085,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-12 00:00:00,28.0,17.2
1086,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-13 00:00:00,28.2,16.7
1087,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-14 00:00:00,28.4,13.9
1088,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-15 00:00:00,27.6,13.9
1089,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-16 00:00:00,28.4,12.2
1090,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-17 00:00:00,26.6,9.5
1091,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-18 00:00:00,25.7,9.2
1092,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-19 00:00:00,26.3,10.6
1093,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-20 00:00:00,26.0,13.7
1094,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-21 00:00:00,25.8,15.5
1095,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-22 00:00:00,25.1,17.7
1096,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-23 00:00:00,25.8,20.1
1097,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-24 00:00:00,27.3,20.9
1098,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-25 00:00:00,27.2,15.2
1099,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-26 00:00:00,27.4,14.1
1100,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-27 00:00:00,26.4,12.7
1101,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-28 00:00:00,26.1,13.3
1102,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-29 00:00:00,25.7,12.7
1103,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-30 00:00:00,25.2,15.9
1104,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-07-31 00:00:00,25.5,17.6
1105,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-08-01 00:00:00,27.4,16.3
1106,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-08-02 00:00:00,27.0,12.5
1107,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-08-03 00:00:00,26.2,11.6
1108,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-08-04 00:00:00,26.7,9.7
1109,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-08-05 00:00:00,26.4,10.6
1110,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-08-06 00:00:00,25.8,11.9
1111,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-08-07 00:00:00,26.6,15.9
1112,102,Solapur,Maharashtra,West,17.67152,75.91044,2026-08-08 00:00:00,26.9,15.3
1113,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-10 00:00:00,28.1,12.0
1114,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-11 00:00:00,28.2,13.8
1115,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-12 00:00:00,28.6,14.8
1116,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-13 00:00:00,28.7,13.4
1117,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-14 00:00:00,28.4,10.5
1118,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-15 00:00:00,27.4,9.4
1119,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-16 00:00:00,26.9,8.6
1120,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-17 00:00:00,26.5,6.3
1121,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-18 00:00:00,26.3,8.0
1122,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-19 00:00:00,26.0,8.9
1123,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-20 00:00:00,25.9,10.6
1124,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-21 00:00:00,26.2,12.2
1125,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-22 00:00:00,25.4,16.8
1126,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-23 00:00:00,25.6,20.6
1127,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-24 00:00:00,26.1,16.9
1128,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-25 00:00:00,26.8,11.6
1129,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-26 00:00:00,25.7,7.0
1130,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-27 00:00:00,26.1,9.7
1131,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-28 00:00:00,27.3,11.8
1132,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-29 00:00:00,27.4,14.2
1133,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-30 00:00:00,26.9,12.1
1134,106,Thane,Maharashtra,West,19.19704,72.96355,2026-07-31 00:00:00,26.6,14.3
1135,106,Thane,Maharashtra,West,19.19704,72.96355,2026-08-01 00:00:00,27.0,15.7
1136,106,Thane,Maharashtra,West,19.19704,72.96355,2026-08-02 00:00:00,26.4,12.7
1137,106,Thane,Maharashtra,West,19.19704,72.96355,2026-08-03 00:00:00,26.7,10.3
1138,106,Thane,Maharashtra,West,19.19704,72.96355,2026-08-04 00:00:00,26.7,8.9
1139,106,Thane,Maharashtra,West,19.19704,72.96355,2026-08-05 00:00:00,26.7,9.4
1140,106,Thane,Maharashtra,West,19.19704,72.96355,2026-08-06 00:00:00,27.0,10.9
